address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"75 Magellan Ave, San Francisco, CA 94116",4,3,3000,zillow_sf,http://www.zillow.com/homedetails/75-Magellan-Ave-San-Francisco-CA-94116/15132595_zpid/,-122.46,37.7492,134.315,1924,0,1,,rental,8900,open,,,2015-10-15,Forest Hill,20,SF
"763 Bay St, San Francisco, CA 94109",3,2,1695,zillow_sf,http://www.zillow.com/homedetails/763-Bay-St-San-Francisco-CA-94109/15063559_zpid/,-122.419,37.8047,32.3253,1937,0,1,,rental,9750,open,,,2015-10-02,Russian Hill,70,SF
"2315 Divisadero St APT U, San Francisco, CA 94115",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/2315-Divisadero-St-APT-U-San-Francisco-CA-94115/15081250_zpid/,-122.441,37.791,87.5971,1962,0,1,,rental,4800,open,,,2015-10-01,Pacific Heights,62,SF
"655 Corbett Ave APT 601, San Francisco, CA 94114",3,3,1759,zillow_sf,http://www.zillow.com/homedetails/655-Corbett-Ave-APT-601-San-Francisco-CA-94114/15129941_zpid/,-122.443,37.7565,141.165,1964,0,6,,rental,5995,open,,,2015-10-01,Twin Peaks,79,SF
"300 Berry St UNIT 507, San Francisco, CA 94158",1,1,734,zillow_sf,http://www.zillow.com/homedetails/300-Berry-St-UNIT-507-San-Francisco-CA-94158/96033015_zpid/,-122.396,37.7739,1.38426,2008,0,1,1,rental,3495,closed,26,2015-10-28,2015-10-02,South Beach,74,SF
"2036 Balboa St, San Francisco, CA 94121",0,1,0,zillow_sf,http://www.zillow.com/homedetails/2036-Balboa-St-San-Francisco-CA-94121/2122239207_zpid/,-122.481,37.7765,53.3808,,0,1,,rental,1850,closed,2,2015-10-04,2015-10-02,Central Richmond,7,SF
"801 Indiana St UNIT 559, San Francisco, CA 94107",2,2,1575,zillow_sf,http://www.zillow.com/homedetails/801-Indiana-St-UNIT-559-San-Francisco-CA-94107/111924487_zpid/,-122.391,37.7603,14.1921,2009,0,1,,rental,5800,closed,26,2015-10-28,2015-10-02,Central Waterfront/Dogpatch,89,SF
"153 Ashbury St, San Francisco, CA 94117",1,1,550,zillow_sf,http://www.zillow.com/homedetails/153-Ashbury-St-San-Francisco-CA-94117/2123604323_zpid/,-122.448,37.774,82.2953,,0,1,,rental,2495,closed,1108,2015-10-28,2012-10-15,North Panhandle,55,SF
"2200 Pacific Ave APT 2A, San Francisco, CA 94115",2,2,1856,zillow_sf,http://www.zillow.com/homedetails/2200-Pacific-Ave-APT-2A-San-Francisco-CA-94115/15073209_zpid/,-122.432,37.7939,89.3304,1962,1,2,,rental,7700,open,,,2015-10-15,Pacific Heights,62,SF
"119 Madrid St, San Francisco, CA 94112",3,3,1275,zillow_sf,http://www.zillow.com/homedetails/119-Madrid-St-San-Francisco-CA-94112/15167942_zpid/,-122.428,37.7274,79.8967,,,1,,rental,4600,closed,5,2015-10-09,2015-10-04,Excelsior,17,SF
"2015 Laguna St, San Francisco, CA 94115",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2015-Laguna-St-San-Francisco-CA-94115/2104865347_zpid/,-122.429,37.7898,85.0436,,,1,,rental,3100,closed,2,2015-10-04,2015-10-02,Pacific Heights,62,SF
"68 Mccoppin St APT 1, San Francisco, CA 94103",1,1,689,zillow_sf,http://www.zillow.com/homedetails/68-Mccoppin-St-APT-1-San-Francisco-CA-94103/80743085_zpid/,-122.422,37.7719,13.7533,1996,0,1,,rental,3500,open,,,2015-10-07,South of Market,75,SF
"1322 Taylor St, San Francisco, CA 94108",3,1,2000,zillow_sf,http://www.zillow.com/homedetails/1322-Taylor-St-San-Francisco-CA-94108/15067523_zpid/,-122.413,37.7947,76.1632,1908,0,1,,rental,6800,open,,,2015-10-17,Nob Hill,93,SF
"18th St San Francisco, CA 94114",1,1,600,zillow_sf,http://www.zillow.com/homedetails/18th-St-San-Francisco-CA-94114/2100964457_zpid/,-122.435,37.7609,25.2467,,0,1,,rental,3500,closed,27,2015-10-28,2015-10-01,Eureka Valley / Dolores Heights,16,SF
"533 23rd Ave, San Francisco, CA 94121",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/533-23rd-Ave-San-Francisco-CA-94121/2100955884_zpid/,-122.482,37.7776,45.4973,,0,1,,rental,4500,open,,,2015-10-02,Central Richmond,7,SF
"1207 32nd Ave, San Francisco, CA 94122",3,1,1310,zillow_sf,http://www.zillow.com/homedetails/1207-32nd-Ave-San-Francisco-CA-94122/15101464_zpid/,-122.491,37.7646,52.5556,1923,1,1,,rental,4000,closed,26,2015-10-28,2015-10-02,Central Sunset,8,SF
"2162 Pine St APT 202, San Francisco, CA 94115",0,1,0,zillow_sf,http://www.zillow.com/homedetails/2162-Pine-St-APT-202-San-Francisco-CA-94115/2117704792_zpid/,-122.431,37.7885,72.2236,,,2,,rental,2795,closed,2,2015-10-04,2015-10-02,Lower Pacific Heights,42,SF
333 Main Street #4L,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-4l/,-122.391,37.789,1.80794,,,4,,rental,3950,closed,,2015-10-04,,South Beach,74,SF
"601 Van Ness Ave APT 46, San Francisco, CA 94102",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/601-Van-Ness-Ave-APT-46-San-Francisco-CA-94102/15077570_zpid/,-122.421,37.7812,24.455,,,1,1,rental,4200,open,,,2015-09-30,Van Ness/Civic Center,80,SF
"1366 Turk St APT 7B, San Francisco, CA 94115",2,2,1600,zillow_sf,http://www.zillow.com/homedetails/1366-Turk-St-APT-7B-San-Francisco-CA-94115/67394446_zpid/,-122.432,37.7808,37.0254,2004,0,7,,rental,5800,closed,15,2015-10-28,2015-10-13,Western Addition,83,SF
"400 Beale St APT 1308, San Francisco, CA 94105",1,1,680,zillow_sf,http://www.zillow.com/homedetails/400-Beale-St-APT-1308-San-Francisco-CA-94105/80738981_zpid/,-122.391,37.7871,7.36737,2002,0,13,1,rental,3750,closed,14,2015-10-28,2015-10-14,South Beach,74,SF
"999 Green St APT 1504, San Francisco, CA 94133",2,2,1681,zillow_sf,http://www.zillow.com/homedetails/999-Green-St-APT-1504-San-Francisco-CA-94133/15066367_zpid/,-122.415,37.7984,98.9079,,,15,1,rental,7350,closed,6,2015-10-09,2015-10-03,Russian Hill,70,SF
"2672 Great Hwy, San Francisco, CA 94116",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/2672-Great-Hwy-San-Francisco-CA-94116/15124516_zpid/,-122.506,37.7367,7.7185,1950,0,1,,rental,4500,closed,18,2015-10-28,2015-10-10,Outer Parkside,59,SF
"900 Bush St APT 318, San Francisco, CA 94109",1,1,600,zillow_sf,http://www.zillow.com/homedetails/900-Bush-St-APT-318-San-Francisco-CA-94109/15069016_zpid/,-122.413,37.7899,62.2987,1982,0,3,1,rental,4200,open,,,2015-08-27,Downtown,14,SF
"342 Moultrie St, San Francisco, CA 94110",3,1,1200,zillow_sf,http://www.zillow.com/homedetails/342-Moultrie-St-San-Francisco-CA-94110/15162407_zpid/,-122.416,37.7398,80.0792,1849,0,1,,rental,5000,closed,25,2015-10-28,2015-10-03,Bernal Heights,5,SF
"64-66 Deming Street 64 Deming St, San Francisco, CA 94114",2,2,900,zillow_sf,http://www.zillow.com/homedetails/64-66-Deming-Street-64-Deming-St-San-Francisco-CA-94114/2100954236_zpid/,-122.446,37.7607,132.986,1927,0,1,,rental,5500,closed,26,2015-10-28,2015-10-02,Corona Heights,10,SF
"2363 21st Ave, San Francisco, CA 94116",2,1,1550,zillow_sf,http://www.zillow.com/homedetails/2363-21st-Ave-San-Francisco-CA-94116/2100948266_zpid/,-122.478,37.7436,104.139,,0,1,,rental,3800,open,,,2015-10-03,Parkside,63,SF
"720 York St, San Francisco, CA 94110",1,1,555,zillow_sf,http://www.zillow.com/homedetails/720-York-St-San-Francisco-CA-94110/2101876885_zpid/,-122.409,37.7596,8.59589,1999,0,1,,rental,3995,closed,25,2015-10-28,2015-10-03,Inner Mission,33,SF
"88 King St APT 514, San Francisco, CA 94107",2,2,1191,zillow_sf,http://www.zillow.com/homedetails/88-King-St-APT-514-San-Francisco-CA-94107/54854671_zpid/,-122.389,37.7807,3.99835,2001,1,5,1,rental,5195,closed,8,2015-10-19,2015-10-11,South Beach,74,SF
650 Second Street #202,1,1,1400,climbsf_renting,http://www.climbsf.com/for-rent/650-2nd-st-202/,-122.392,37.781,8.54413,,,2,,rental,5300,open,,,2015-10-20,South Beach,74,SF
"2040 Broadway St APT 201, San Francisco, CA 94115",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/2040-Broadway-St-APT-201-San-Francisco-CA-94115/15072694_zpid/,-122.431,37.7951,73.429,1987,0,2,,rental,8695,closed,24,2015-10-28,2015-10-04,Pacific Heights,62,SF
"250 King St UNIT 1202, San Francisco, CA 94107",2,2,1476,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1202-San-Francisco-CA-94107/69819461_zpid/,-122.393,37.7782,5.82981,,,1,1,rental,5500,closed,6,2015-10-09,2015-10-03,South Beach,74,SF
"1 Daniel Burnham Ct APT 211, San Francisco, CA 94109",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/1-Daniel-Burnham-Ct-APT-211-San-Francisco-CA-94109/15076518_zpid/,-122.422,37.7868,54.979,1988,0,2,,rental,4500,open,,,2015-10-09,Van Ness/Civic Center,80,SF
"300 Holyoke St, San Francisco, CA 94134",3,2,1800,zillow_sf,http://www.zillow.com/homedetails/300-Holyoke-St-San-Francisco-CA-94134/2105127917_zpid/,-122.409,37.7273,43.1594,1928,0,1,,rental,4500,open,,,2015-10-04,Portola,66,SF
"468 Kansas St, San Francisco, CA 94107",1,1,591,zillow_sf,http://www.zillow.com/homedetails/468-Kansas-St-San-Francisco-CA-94107/15148878_zpid/,-122.404,37.7639,23.132,1885,0,1,,rental,3800,closed,23,2015-10-28,2015-10-05,Potrero Hill,67,SF
"77 Dow Pl, San Francisco, CA 94107",1,1,1185,zillow_sf,http://www.zillow.com/homedetails/77-Dow-Pl-San-Francisco-CA-94107/2137718938_zpid/,-122.397,37.7841,17.9581,2004,0,1,,rental,3950,closed,13,2015-10-19,2015-10-06,Yerba Buena,19,SF
"442 20th Ave APT 2, San Francisco, CA 94121",3,2,1468,zillow_sf,http://www.zillow.com/homedetails/442-20th-Ave-APT-2-San-Francisco-CA-94121/69819033_zpid/,-122.479,37.7795,47.0067,2005,0,1,,rental,5150,closed,22,2015-10-28,2015-10-06,Central Richmond,7,SF
"4001 Ocean Ave, San Francisco, CA 94132",3,2,1660,zillow_sf,http://www.zillow.com/homedetails/4001-Ocean-Ave-San-Francisco-CA-94132/15197896_zpid/,-122.487,37.732,38.8411,1950,0,1,,rental,4995,closed,22,2015-10-28,2015-10-06,Lake Shore,39,SF
"2990 Jackson St, San Francisco, CA 94115",1,1,914,zillow_sf,http://www.zillow.com/homedetails/2990-Jackson-St-San-Francisco-CA-94115/2100926649_zpid/,-122.444,37.7915,102.586,1924,0,1,,rental,4495,closed,22,2015-10-28,2015-10-06,Pacific Heights,62,SF
"2378 Union St # A, San Francisco, CA 94123",1,1,436,zillow_sf,http://www.zillow.com/homedetails/2378-Union-St-A-San-Francisco-CA-94123/15071817_zpid/,-122.438,37.797,32.0092,1906,0,1,,rental,4000,open,,,2015-10-06,Cow Hollow,11,SF
"2548 Pine St, San Francisco, CA 94115",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/2548-Pine-St-San-Francisco-CA-94115/15075257_zpid/,-122.438,37.7877,50.8546,1885,0,1,,rental,4750,open,,,2015-10-07,Lower Pacific Heights,42,SF
"289 Crescent Ave, San Francisco, CA 94110",2,2,912,zillow_sf,http://www.zillow.com/homedetails/289-Crescent-Ave-San-Francisco-CA-94110/15164262_zpid/,-122.419,37.7352,64.8636,1952,0,1,,rental,4995,open,,,2015-10-08,Bernal Heights,5,SF
"236 Clara St STE 1, San Francisco, CA 94107",2,2,1551,zillow_sf,http://www.zillow.com/homedetails/236-Clara-St-STE-1-San-Francisco-CA-94107/54854621_zpid/,-122.403,37.7789,2.82972,2000,1,1,,rental,5000,closed,20,2015-10-28,2015-10-08,South of Market,75,SF
"21 Stillman St APT 5, San Francisco, CA 94107",2,2,1945,zillow_sf,http://www.zillow.com/homedetails/21-Stillman-St-APT-5-San-Francisco-CA-94107/80743954_zpid/,-122.395,37.783,16.0593,1998,1,1,,rental,10000,closed,20,2015-10-28,2015-10-08,South Beach,74,SF
"5106 Diamond Heights Blvd # B, San Francisco, CA 94131",3,2,1410,zillow_sf,http://www.zillow.com/homedetails/5106-Diamond-Heights-Blvd-B-San-Francisco-CA-94131/2131678729_zpid/,-122.442,37.7468,192.98,1965,0,1,,rental,5940,closed,21,2015-10-28,2015-10-07,Diamond Heights,13,SF
"5106 Diamond Heights Blvd # B, San Francisco, CA 94131",3,2,1410,zillow_sf,http://www.zillow.com/homedetails/5106-Diamond-Heights-Blvd-B-San-Francisco-CA-94131/2131678729_zpid/,-122.442,37.7468,192.98,1965,0,1,,rental,5940,closed,21,2015-10-28,2015-10-07,Noe Valley,53,SF
"201 Harrison St APT 322, San Francisco, CA 94105",1,1,495,zillow_sf,http://www.zillow.com/homedetails/201-Harrison-St-APT-322-San-Francisco-CA-94105/15148206_zpid/,-122.39,37.7877,9.17842,1991,0,3,,rental,2900,open,,,2015-10-08,South Beach,74,SF
"2040 Laguna St APT 102, San Francisco, CA 94115",1,1,650,zillow_sf,http://www.zillow.com/homedetails/2040-Laguna-St-APT-102-San-Francisco-CA-94115/15074802_zpid/,-122.429,37.7901,89.7663,1981,0,1,,rental,3750,open,,,2015-10-07,Pacific Heights,62,SF
"400 Lansdale Ave, San Francisco, CA 94127",4,2,3750,zillow_sf,http://www.zillow.com/homedetails/400-Lansdale-Ave-San-Francisco-CA-94127/15135850_zpid/,-122.457,37.736,211.777,1977,0,1,,rental,5775,open,,,2015-10-07,Westwood Highlands,84,SF
"400 Lansdale Ave, San Francisco, CA 94127",4,2,3750,zillow_sf,http://www.zillow.com/homedetails/400-Lansdale-Ave-San-Francisco-CA-94127/15135850_zpid/,-122.457,37.736,211.777,1977,0,1,,rental,5775,open,,,2015-10-07,Sherwood Forest,87,SF
"615 Tennessee St APT 101, San Francisco, CA 94107",2,1,1600,zillow_sf,http://www.zillow.com/homedetails/615-Tennessee-St-APT-101-San-Francisco-CA-94107/80739308_zpid/,-122.39,37.7639,6.63707,1997,0,1,,rental,4500,open,,,2015-10-06,Central Waterfront/Dogpatch,89,SF
"2614 Octavia St, San Francisco, CA 94123",3,2,1806,zillow_sf,http://www.zillow.com/homedetails/2614-Octavia-St-San-Francisco-CA-94123/15072230_zpid/,-122.428,37.7964,41.1421,1957,0,1,,rental,6200,closed,15,2015-10-28,2015-10-13,Pacific Heights,62,SF
"1 Daniel Burnham Ct, San Francisco, CA 94109",1,1,800,zillow_sf,http://www.zillow.com/homedetails/1-Daniel-Burnham-Ct-San-Francisco-CA-94109/2104432922_zpid/,-122.422,37.7868,54.979,1988,0,1,,rental,3400,open,,,2015-09-23,Van Ness/Civic Center,80,SF
"956 Ashbury St, San Francisco, CA 94117",5,2,1842,zillow_sf,http://www.zillow.com/homedetails/956-Ashbury-St-San-Francisco-CA-94117/15127213_zpid/,-122.446,37.7649,131.221,1910,1,1,,rental,10800,open,,,2015-10-08,Buena Vista Park/Ashbury Heights,6,SF
"3rd St San Francisco, CA 94107",0,1,581,zillow_sf,http://www.zillow.com/homedetails/3rd-St-San-Francisco-CA-94107/2100924836_zpid/,-122.389,37.7656,4.44317,1990,0,1,,rental,3000,closed,12,2015-10-28,2015-10-16,Mission Bay,48,SF
"2924 Griffith St, San Francisco, CA 94124",3,1,966,zillow_sf,http://www.zillow.com/homedetails/2924-Griffith-St-San-Francisco-CA-94124/15154893_zpid/,-122.39,37.7167,33.4399,1914,0,1,,rental,5025,closed,21,2015-10-28,2015-10-07,Bayview,4,SF
"301 Mission St # 9, San Francisco, CA 94105",3,3,1900,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-9-San-Francisco-CA-94105/2100915606_zpid/,-122.396,37.7905,0.0,2009,0,1,1,rental,12000,closed,14,2015-10-28,2015-10-14,Yerba Buena,19,SF
"117 Topaz Way, San Francisco, CA 94131",3,2,2050,zillow_sf,http://www.zillow.com/homedetails/117-Topaz-Way-San-Francisco-CA-94131/15199979_zpid/,-122.436,37.7411,176.492,1978,0,1,,rental,5990,closed,21,2015-10-28,2015-10-07,Diamond Heights,13,SF
"117 Topaz Way, San Francisco, CA 94131",3,2,2050,zillow_sf,http://www.zillow.com/homedetails/117-Topaz-Way-San-Francisco-CA-94131/15199979_zpid/,-122.436,37.7411,176.492,1978,0,1,,rental,5990,closed,21,2015-10-28,2015-10-07,Glen Park,23,SF
"8 Buchanan St UNIT 310, San Francisco, CA 94102",1,1,721,zillow_sf,http://www.zillow.com/homedetails/8-Buchanan-St-UNIT-310-San-Francisco-CA-94102/2100924623_zpid/,-122.427,37.7697,35.6563,2014,0,1,1,rental,3695,closed,19,2015-10-28,2015-10-09,Duboce Triangle,15,SF
"2222 Francisco St, San Francisco, CA 94123",2,1,1450,zillow_sf,http://www.zillow.com/homedetails/2222-Francisco-St-San-Francisco-CA-94123/2100908260_zpid/,-122.442,37.8013,10.0806,,,1,,rental,4650,closed,4,2015-10-12,2015-10-08,Marina,43,SF
"728 Guerrero St, San Francisco, CA 94110",0,1,400,zillow_sf,http://www.zillow.com/homedetails/728-Guerrero-St-San-Francisco-CA-94110/15145008_zpid/,-122.424,37.7595,13.4299,1914,0,1,,rental,2650,open,,,2015-10-08,Mission Dolores,49,SF
"318 Spear St UNIT 6B, San Francisco, CA 94105",2,2,1078,zillow_sf,http://www.zillow.com/homedetails/318-Spear-St-UNIT-6B-San-Francisco-CA-94105/2100908028_zpid/,-122.391,37.7897,0.0,2009,0,1,,rental,6500,closed,20,2015-10-28,2015-10-08,South Beach,74,SF
"809 Athens St, San Francisco, CA 94112",1,1,450,zillow_sf,http://www.zillow.com/homedetails/809-Athens-St-San-Francisco-CA-94112/15176648_zpid/,-122.433,37.715,77.5531,1931,0,1,,rental,1600,open,,,2015-10-08,Excelsior,17,SF
"421 16th St # 401, San Francisco, CA 94158",2,2,1021,zillow_sf,http://www.zillow.com/homedetails/421-16th-St-401-San-Francisco-CA-94158/2100906695_zpid/,-122.388,37.7669,2.98241,2014,0,1,,rental,5000,closed,20,2015-10-28,2015-10-08,Mission Bay,48,SF
2923 23rd Street #2,5,4,2200,climbsf_renting,http://www.climbsf.com/for-rent/23rd-st-at-alabama-st/,-122.411,37.7541,16.5889,,,1,,rental,11000,open,,,2015-10-20,Inner Mission,33,SF
400 Beale Street #1407,2,2,1102,climbsf_renting,http://www.climbsf.com/for-rent/400-beale-st-1407/,-122.391,37.7871,7.36737,,,14,1,rental,5750,open,,,2015-10-20,South Beach,74,SF
1097 Howard Street #104,2,1,1764,climbsf_renting,http://www.climbsf.com/for-rent/1097-howard-st-104/,-122.409,37.7779,6.48905,,,1,,rental,7000,open,,,2015-10-28,South of Market,75,SF
"250 King St UNIT 1204, San Francisco, CA 94107",0,1,587,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1204-San-Francisco-CA-94107/69819462_zpid/,-122.393,37.7782,5.82981,2004,0,1,1,rental,3500,closed,19,2015-10-28,2015-10-09,South Beach,74,SF
"1160 Mission St, San Francisco, CA 94103",1,1,1134,zillow_sf,http://www.zillow.com/homedetails/1160-Mission-St-San-Francisco-CA-94103/2139726172_zpid/,-122.412,37.7784,12.0417,2008,1,1,,rental,5150,open,,,2015-10-09,South of Market,75,SF
"47 Knollview Way, San Francisco, CA 94131",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/47-Knollview-Way-San-Francisco-CA-94131/15132051_zpid/,-122.451,37.75,210.782,1958,0,1,,rental,3995,open,,,2015-10-09,Midtown Terrace,46,SF
"525 Kansas St, San Francisco, CA 94107",3,3,1150,zillow_sf,http://www.zillow.com/homedetails/525-Kansas-St-San-Francisco-CA-94107/15149111_zpid/,-122.403,37.7631,31.9091,1927,0,1,,rental,8900,open,,,2015-10-26,Potrero Hill,67,SF
"68 Lyell St, San Francisco, CA 94112",2,1,1012,zillow_sf,http://www.zillow.com/homedetails/68-Lyell-St-San-Francisco-CA-94112/15185585_zpid/,-122.432,37.7316,38.8773,1930,0,1,,rental,3800,closed,8,2015-10-28,2015-10-20,Mission Terrace,50,SF
"3700 Divisadero St APT 302, San Francisco, CA 94123",2,2,1249,zillow_sf,http://www.zillow.com/homedetails/3700-Divisadero-St-APT-302-San-Francisco-CA-94123/15079635_zpid/,-122.443,37.8039,6.80693,1993,0,3,,rental,5700,open,,,2015-10-26,Marina,43,SF
"2885 Union St, San Francisco, CA 94123",3,3,2334,zillow_sf,http://www.zillow.com/homedetails/2885-Union-St-San-Francisco-CA-94123/15080567_zpid/,-122.447,37.7955,46.1909,1913,0,1,,rental,16000,open,,,2015-10-10,Cow Hollow,11,SF
"77 Dow Pl APT 701, San Francisco, CA 94107",1,1,1022,zillow_sf,http://www.zillow.com/homedetails/77-Dow-Pl-APT-701-San-Francisco-CA-94107/61242854_zpid/,-122.397,37.7841,17.9581,2002,1,7,,rental,4995,closed,49,2015-10-28,2015-09-09,Yerba Buena,19,SF
"70 Gold Mine Dr, San Francisco, CA 94131",4,4,3477,zillow_sf,http://www.zillow.com/homedetails/70-Gold-Mine-Dr-San-Francisco-CA-94131/15199497_zpid/,-122.437,37.744,163.368,1895,0,1,,rental,13000,open,,,2015-10-14,Noe Valley,53,SF
"68 Harriet St UNIT 5, San Francisco, CA 94103",1,1,780,zillow_sf,http://www.zillow.com/homedetails/68-Harriet-St-UNIT-5-San-Francisco-CA-94103/67395851_zpid/,-122.407,37.7784,3.97766,2003,1,1,,rental,3400,open,,,2015-10-10,South of Market,75,SF
"8400 Oceanview Ter APT 112, San Francisco, CA 94132",1,1,669,zillow_sf,http://www.zillow.com/homedetails/8400-Oceanview-Ter-APT-112-San-Francisco-CA-94132/67394982_zpid/,-122.468,37.7098,78.519,2002,0,1,,rental,2500,open,,,2015-09-28,Ingleside Heights,31,SF
"199 New Montgomery St UNIT 1103, San Francisco, CA 94105",0,1,409,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1103-San-Francisco-CA-94105/80739317_zpid/,-122.399,37.7866,7.5217,2004,0,1,1,rental,2490,closed,18,2015-10-28,2015-10-10,Yerba Buena,19,SF
"317 2nd Ave, San Francisco, CA 94118",3,1,1400,zillow_sf,http://www.zillow.com/homedetails/317-2nd-Ave-San-Francisco-CA-94118/15091588_zpid/,-122.46,37.7825,61.8661,1890,0,1,,rental,6000,open,,,2015-10-10,Inner Richmond,35,SF
"2619 Divisadero St, San Francisco, CA 94123",5,3,4150,zillow_sf,http://www.zillow.com/homedetails/2619-Divisadero-St-San-Francisco-CA-94123/15080809_zpid/,-122.442,37.794,94.8701,1900,0,1,,rental,10495,open,,,2015-10-22,Pacific Heights,62,SF
"9 Princeton St # HOUSE, San Francisco, CA 94134",3,2,1540,zillow_sf,http://www.zillow.com/homedetails/9-Princeton-St-HOUSE-San-Francisco-CA-94134/2100889662_zpid/,-122.416,37.7301,53.3487,1943,0,1,,rental,4450,open,,,2015-10-10,Portola,66,SF
"3550 Market St APT 302, San Francisco, CA 94131",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/3550-Market-St-APT-302-San-Francisco-CA-94131/15130253_zpid/,-122.442,37.7565,125.433,1979,0,3,,rental,4995,open,,,2015-10-14,Twin Peaks,79,SF
"1207 Indiana St APT 7, San Francisco, CA 94107",2,2,1407,zillow_sf,http://www.zillow.com/homedetails/1207-Indiana-St-APT-7-San-Francisco-CA-94107/80733252_zpid/,-122.391,37.7548,6.47217,2000,0,1,,rental,4200,open,,,2015-10-11,Central Waterfront/Dogpatch,89,SF
"160 Orsi Cir, San Francisco, CA 94124",3,2,1626,zillow_sf,http://www.zillow.com/homedetails/160-Orsi-Cir-San-Francisco-CA-94124/15159149_zpid/,-122.398,37.7275,11.8514,1998,0,1,,rental,3750,open,,,2015-10-22,Bayview,4,SF
"1st St San Francisco, CA 94105",1,1,618,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2100883112_zpid/,-122.395,37.7881,7.57282,,0,1,,rental,4500,open,,,2015-10-11,Yerba Buena,19,SF
"340 6th St, San Francisco, CA 94103",2,2,2176,zillow_sf,http://www.zillow.com/homedetails/340-6th-St-San-Francisco-CA-94103/2100883054_zpid/,-122.405,37.7778,3.16138,1997,0,1,,rental,6500,open,,,2015-10-24,South of Market,75,SF
"220 Lombard St APT 322, San Francisco, CA 94111",1,1,603,zillow_sf,http://www.zillow.com/homedetails/220-Lombard-St-APT-322-San-Francisco-CA-94111/15064071_zpid/,-122.405,37.8042,5.25824,1992,0,3,,rental,3490,open,,,2015-10-12,North Waterfront,56,SF
"2755 38th Ave, San Francisco, CA 94116",2,1,1011,zillow_sf,http://www.zillow.com/homedetails/2755-38th-Ave-San-Francisco-CA-94116/15125965_zpid/,-122.496,37.7355,35.7781,1948,0,1,,rental,3525,open,,,2015-10-12,Outer Parkside,59,SF
"376 San Jose Ave, San Francisco, CA 94110",1,1,500,zillow_sf,http://www.zillow.com/homedetails/376-San-Jose-Ave-San-Francisco-CA-94110/2101396353_zpid/,-122.422,37.7493,37.1041,1952,1,1,,rental,2975,open,,,2015-10-12,Noe Valley,53,SF
"3301 Irving St, San Francisco, CA 94122",1,1,450,zillow_sf,http://www.zillow.com/homedetails/3301-Irving-St-San-Francisco-CA-94122/15103576_zpid/,-122.493,37.7626,51.5319,1944,0,1,,rental,1600,open,,,2015-10-12,Central Sunset,8,SF
"3rd Ave San Francisco, CA 94118",4,3,3400,zillow_sf,http://www.zillow.com/homedetails/3rd-Ave-San-Francisco-CA-94118/2100870535_zpid/,-122.461,37.7802,58.6156,,0,1,,rental,13000,open,,,2015-10-12,Inner Richmond,35,SF
81 Lansing Street #308,1,1,1185,climbsf_renting,http://www.climbsf.com/for-rent/81-lansing-st-308/,-122.394,37.7856,28.4004,,,3,,rental,3975,open,,,2015-10-15,South Beach,74,SF
401 Crescent Court #4412,2,2,1073,climbsf_renting,http://www.climbsf.com/for-rent/401-crescent-ct-4412/,-122.417,37.735,51.5067,,,44,,rental,3600,open,,,2015-10-28,Bernal Heights,5,SF
338 Spear Street #16A,2,2,1163,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-16a/,-122.391,37.7894,0.0,,,16,,rental,6000,open,,,2015-10-20,South Beach,74,SF
451 Kansas Street #562,1,1,656,climbsf_renting,http://www.climbsf.com/for-rent/451-kansas-st-562/,-122.403,37.7639,21.4412,,,5,,rental,3700,open,,,2015-10-28,Potrero Hill,67,SF
"140 S Van Ness Ave UNIT 743, San Francisco, CA 94103",1,1,830,zillow_sf,http://www.zillow.com/homedetails/140-S-Van-Ness-Ave-UNIT-743-San-Francisco-CA-94103/64969415_zpid/,-122.419,37.7716,9.43102,2002,0,1,,rental,3295,open,,,2015-10-13,South of Market,75,SF
"379 Raymond Ave, San Francisco, CA 94134",1,1,200,zillow_sf,http://www.zillow.com/homedetails/379-Raymond-Ave-San-Francisco-CA-94134/15174157_zpid/,-122.411,37.714,46.1178,1968,0,1,,rental,1400,open,,,2015-10-15,Visitacion Valley,81,SF
"323 29th St # C201, San Francisco, CA 94131",2,2,968,zillow_sf,http://www.zillow.com/homedetails/323-29th-St-C201-San-Francisco-CA-94131/15183366_zpid/,-122.428,37.7435,48.9285,1999,0,1,,rental,4995,open,,,2015-10-15,Noe Valley,53,SF
