Address,Neighborhood,Bedrooms,Bathrooms,Price,Sqft,Term,Rented,Date,Source,URL
325 Berry Street #314,Mission Bay,1,1,3700,853,,TRUE,1/27/2015,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-314/
"388 Beale St San Francisco, CA 94105",South Beach,1,1,4187,854,,FALSE,1/25/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~3600381524780021383~B5gB2c-f7wm_VaY9klcqpsF2E1pU5plEjjFMpG-SZ63DDPlbMkdReHDStkcf--FOQ-fPYRv9wwdZIqwj1pzliSxCVR94c9UOMrMv73Nk3GnSbAfl1OEQG9myHx__8YYCobnLwFPys5ajnWgIN750pbMUWa7xjQhnhRiJ49EK6FmO6GaOz_k3IlTz1LojXJ7iVC15KUsco77mfGw8uOUYUyfy7aS1M2FtEZkPVezg2SqbL3igiLKOL_rsVNM0xKQXHlGh-KmPWxXsqBHG_EHaVbb3aiKCU5D44ijQQxyYqyMAjxvFKyCr5eOhbyaW2DOA388olG0VDoDCK62XvuqnNA==&rwebid=22985105&rhost
"255 King St San Francisco, CA 94107",South of Market,1,1,3825,854,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~7691991308543129993~RBdf3hJ7mamtRkQIQt0msS1e__vApeIE1DANZFVL8a2GJnvgXd_0CA_1YEaBxkCdjQRIgPXNJdSXUh8EuUcG4yQUYZzTVBqO3xjNXa84UZi9KdgzQn071v6_t3WNjXiRFg510qkd0gf0L4JciBmWn5n3YCWf2rcOghhbLb8RD09W7slQpXPEF1EzowjHUd_Cygw6YNZSpnuCc749DXAaOAq0zp1i9EZJ3oZgEIIM7FXNu3ziPG6-HQsZFi-WGko1skV_x9YWiYxPXihbLS5GoHp0yHJBADLg8tQ9_xYkqs7sC0nkatEhtM9u_9VtTmQfGG32ZTFN4qZVrfpBIOTZTg==&rwebid=23011290&rhost
"55 9th St San Francisco, CA 94103",South of Market,2,2,4265,855,,FALSE,2/5/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~1124229155914540382~r763Iy7K6IeRgf3JLLr7xHyd3se6SRrARCxkZ-IMih3WeMBtzQ8nhEqd-GxxcnHqqVd79pzF3Tkd1WiZWX4maB0RDIuDTIbJzx4yCP471tF5JXSJqVkyYWaQMBSlNn5Ny66Sw1WgfCRLwcA1qnif_lotNUR7NPiSa6_umgRZDdFS3QIkwHl5UkUlE1LMgQeRjd5sPTDjY6FHuZAS6vMPAu62v7sgo4HhJpSf8e_6NhPyroVNZZowp0yVxOnHffMxIrjAXKhDaeQhxU_FJVpzlI18w0eotS_18joeX4ZK6ZOUxEtoBOTm6V63UhrxdedVbzrrsT6E3EDiDB9Owothww==&rwebid=22991874&rhost
630 Thomas L. Berkley Way #623,Oakland,1,1,2700,860,,TRUE,2/16/2015,Climb SF,http://www.climbsf.com/for-rent/630-thomas-l-berkley-way-623/
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3676,860,,FALSE,5/30/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~5293477633420575082~ETeKqM69fgdg0yhh7nhQ8V5Odk1VXK5WXCjYmTYXuh-Gw-1_UFD1R4AXDGuqyAUR8jl4q4v8tP0KO65XRW5ESowILHCVCpBGhrOdjjHiObBWAb1xJfVOz00ozjPrMGLuxIu4-FB8SwjfDF78-7uAUZbQctcIleaGw2vfMRtB1llN-rs0_vLitukh1VfNyMbGRJKt6KVYlyBukChCmLVP8eJ82N5HKbtb1OmNA-WDm0JM4XVlPCbgkryLE1pegva7VgNOgkCeIcqgd5_l56vpwQQYKBDNGQzyFUcMlcr-fZoiKThcKWgfTEbt1lsMicSX4Di-FDIKt-WHyEQtiFucBA==&rwebid=23151085&rhost
"355 Berry St San Francisco, CA 94158",South of Market,1,1,3676,860,,FALSE,12/6/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~5293477633420575082~ETeKqM69fgdg0yhh7nhQ8V5Odk1VXK5WXCjYmTYXuh-Gw-1_UFD1R4AXDGuqyAUR8jl4q4v8tP0KO65XRW5ESowILHCVCpBGhrOdjjHiObBWAb1xJfVOz00ozjPrMGLuxIu4-FB8SwjfDF78-7uAUZbQctcIleaGw2vfMRtB1llN-rs0_vLitukh1VfNyMbGRJKt6KVYlyBukChCmLVP8eJ82N5HKbtb1OmNA-WDm0JM4XVlPCbgkryLE1pegva7VgNOgkCeIcqgd5_l56vpwQQYKBDNGQzyFUcMlcr-fZoiKThcKWgfTEbt1lsMicSX4Di-FDIKt-WHyEQtiFucBA==&rwebid=23151085&rhost
"701 China Basin St San Francisco, CA 94158",Mission Bay,1,1,3722,863,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~5000331902415342459~QkKI5JetizD2OW1Ds5WyQkAC5m_HZX-ulKxy7dMDeTX6DKqOKVOVnzfVPgoWkiQtmpVyqwUTYN22kOlQWQj04eIDBcgIydxs2S1BdKgp1zAgu9JLMcwNqgUTIQpOj_4nalv4clvHNwx2loDM9V7zp9bEdlKhD8XRVy-d6KsbFvpIaS_AtUTNTelozROvnsa1Rt-tMHo4d_6CtJyH27EE20GbSBkhy5hSQytjUT0bYs2vsmCKJwHqf7eoW9hqklGeP61PFRlziqU_KbWBJu6Sp2GkjDHSiYdZMy2Y8Btqp7-zjIRJ-R0PdGVbCX5ZFKMsooRdPIJNkcSPghh1H0Oo0g==&rwebid=23177658&rhost
55 Page Street #814,Hayes Valley,1,1,3200,865,,TRUE,12/20/2011,Climb SF,http://www.climbsf.com/for-rent/55-page-street-814/
"1155 4th St San Francisco, CA 94158",Mission Bay,2,2,4725,865,,FALSE,6/7/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=10~5693903937705690800~9Hkg51JJ2HsBhlogvAiavTCW1CWvfS-KPfjKAhF10W3377G96x-S_od6r7DLlgUly6DdpOgrYkh-2zP-fcLBpRFB4j7ZooHUTJiLawkCwEA54JwGbEyQ1EDEoxJR27HrNzRDlHnmm97TL1mp8Qf6X-FV1Nt86U1skt0CFKl87Ar1x-IXDrnK53Tph-rqfmOHUQOwcfi4OaNlzlTP54xIYLs2RhnASb11iwH0EUDBhg3smfKh9gIj0zacIn0cRg6LBI5IqIksmL6sYYKuqWd0dCFRFsb77hVB-y1aUvLGbDvqcAK4E_J5-Z-h52ZvC7ELl4jDfdq7lg-wPDebgF9xtA==&rwebid=23140233&rhost
"965 Sutter St San Francisco, CA 94109",Downtown,2,2,4895,866,,FALSE,6/4/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7305072352892715908~kW-jqGUG8LT4Tiaxj5Vzm3sxlTtOO4gafh1CX1F9PR83kxXZzf9beXpUpHfmZoi9b4v24q0olBq9hZ00Gwx4O0Lih3RMhl4ADOZFC99mfhAKBfw5-0RiJ0WP3EJ6yDpB5hVHHB9VTz59Atw80XctqypWlw--hECoZREdnV5AAVV0W-lAgpzIt6Pr35nzF71pFqpisNUIVX1RTndfq9Wy_WPPsNmpt1f0jIOZbzZEkO5t50PsXyInyaBvNgeS_1xJH2UIhDs0IJ_esS_QXYDFUXCmUBf_PCVCcRH86RUqi6Hm4CeVIW3wDQRag3FyqI4LrAo49DVOiaAXhxOAKedBrw==&rwebid=23158096&rhost
"965 Sutter St San Francisco, CA 94109",Downtown,2,2,4895,866,,FALSE,4/1/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7305072352892715908~kW-jqGUG8LT4Tiaxj5Vzm3sxlTtOO4gafh1CX1F9PR83kxXZzf9beXpUpHfmZoi9b4v24q0olBq9hZ00Gwx4O0Lih3RMhl4ADOZFC99mfhAKBfw5-0RiJ0WP3EJ6yDpB5hVHHB9VTz59Atw80XctqypWlw--hECoZREdnV5AAVV0W-lAgpzIt6Pr35nzF71pFqpisNUIVX1RTndfq9Wy_WPPsNmpt1f0jIOZbzZEkO5t50PsXyInyaBvNgeS_1xJH2UIhDs0IJ_esS_QXYDFUXCmUBf_PCVCcRH86RUqi6Hm4CeVIW3wDQRag3FyqI4LrAo49DVOiaAXhxOAKedBrw==&rwebid=23158096&rhost
"965 Sutter St San Francisco, CA 94109",Downtown,2,2,4895,866,,FALSE,2/19/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~7305072352892715908~kW-jqGUG8LT4Tiaxj5Vzm3sxlTtOO4gafh1CX1F9PR83kxXZzf9beXpUpHfmZoi9b4v24q0olBq9hZ00Gwx4O0Lih3RMhl4ADOZFC99mfhAKBfw5-0RiJ0WP3EJ6yDpB5hVHHB9VTz59Atw80XctqypWlw--hECoZREdnV5AAVV0W-lAgpzIt6Pr35nzF71pFqpisNUIVX1RTndfq9Wy_WPPsNmpt1f0jIOZbzZEkO5t50PsXyInyaBvNgeS_1xJH2UIhDs0IJ_esS_QXYDFUXCmUBf_PCVCcRH86RUqi6Hm4CeVIW3wDQRag3FyqI4LrAo49DVOiaAXhxOAKedBrw==&rwebid=23158096&rhost
260 King Street #1013,Mission Bay,1,1,3750,868,1 Year,FALSE,7/5/2015,Climb SF,http://www.climbsf.com/for-rent/260-king-st-1013/
"8 10th St San Francisco, CA 94103",South of Market,1,1,5000,869,,FALSE,4/1/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~4736742546279136680~WQXzo7l8KL3OH3Q7j_xzzpijw-YT317CtHd6gFhvzQyl6pUW3UV3ywl7IsO76tg5UFa1b2Yz4ANdwmLVCp5OL69PiJM2XhbEeGjqcjU355JF8TiMVzi0eocfF99zb1KHhtdk8rQW49NLlll_sLKy6vT55H-TQmSiVOS4607sFO7kQiL8CMMY-m7ZgNxPqTzHBe1eI8s8WCDtjyfIDODdF8JmeuSqkxsZQmnYUinlqMyGIVojCz5470nvgoBPk2EZuj94G9b013E0eWVWqWa_G2T2exD63CBQTrhMc4fA62QONYVbH9F1i0HSZxAFS8fC9Sn2j3q8wfDDhleYIPhdWA==&rwebid=23186840&rhost
"8 10th St San Francisco, CA 94103",South of Market,1,1,5000,869,,FALSE,2/4/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~4736742546279136680~WQXzo7l8KL3OH3Q7j_xzzpijw-YT317CtHd6gFhvzQyl6pUW3UV3ywl7IsO76tg5UFa1b2Yz4ANdwmLVCp5OL69PiJM2XhbEeGjqcjU355JF8TiMVzi0eocfF99zb1KHhtdk8rQW49NLlll_sLKy6vT55H-TQmSiVOS4607sFO7kQiL8CMMY-m7ZgNxPqTzHBe1eI8s8WCDtjyfIDODdF8JmeuSqkxsZQmnYUinlqMyGIVojCz5470nvgoBPk2EZuj94G9b013E0eWVWqWa_G2T2exD63CBQTrhMc4fA62QONYVbH9F1i0HSZxAFS8fC9Sn2j3q8wfDDhleYIPhdWA==&rwebid=23186840&rhost
74 New Montgomery #412,Financial District,1,1,3800,870,,TRUE,11/20/2011,Climb SF,http://www.climbsf.com/for-rent/74-new-montgomery-412/
"45 Lansing St San Francisco, CA 94105",South Beach,2,2,5867,873,,FALSE,6/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~2105690309375908521~IEt-tvoPtnb_Lwxv24J0Qou8zC6SYYtJMzKsb0RhVoJYuBnQu4chmPorNBYRkSnaDeJdhkwQNn7UyCPLSfEQhvE5SyIrqHvCst4mJUDiPh5_YyPDrtZUmMq44sL1ZDoMt1EUXWJMkuAu5dNKl6POS3wmAMkZBQo8wgq6kyUqF7dRwb39RVhQJYimPlQKA67PJJAuy9vlBZdvVDUHP-BS3LjKkA--zIprPMF6BZ8R6J6KDieRygVkKRThwL5oPn3n0E5_RXABVKabz_hIgPL9oFIKba9SAX8iU7ngHU0MglPgDSiHpPfR688KqfwkFn7Sx2PT0yCiNfpyXz7AHTcdUg==&rwebid=23062376&rhost
"900 Folsom St San Francisco, CA 94107",South of Market,2,2,4188,880,,FALSE,2/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=1~9099263514069212920~a1tpfIrYmQYqNCMDz5j6LZ19A2oFXxnAmTpyTxqbKrm-v5OWFzyBq9hOVIUpS9bphAGbn-nBhaJK5VfQKYt_-PmCjurQcuRLf2tOTv75phC9Uf2ityOga_O7Iec5Kvq3x-zyZxxv9UQVpJ08__bnjRFfTiI25hmbjqEZIA4b-orCcxYp1ROpSrPUbfm4v-IyAGoHY0bkjLQ5LWqk2JUfvtvGrFoJPl96UMpiSOZNEawOIHrrewupOYU6KHjIlBHCToC9JyVX4mveE_CwnGPIaV8yaIo56CqliS1wRyiCzx2KOG1YWoQICGpyGEX4DzgMW2Zvhyx_krxW-NxZwQ0kOQ==&rwebid=23350313&rhost
"1285 Sutter St San Francisco, CA 94109",Van Ness - Civic Center,1,1,3710,880,,FALSE,6/8/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=3~7941574102543300713~7AMJYUf2syJng542RMNrhajvC2p_gZZIdceIjJq2ukvxCvEVGGXvC6UZSvXglbks-wkf-5vTu4kcsqu9AryXMxtrPx35e8k8cnmoF8SaGKe1KjkJy59Pybc3zoWFkznqPFEjCanG04-p6Vc29-rInfRDqQBbrbposorjkS9IWg08Wms2FMqYYIzF6t1UkthoqAUsp-AuTrueIFfiiqclenutKUOd3Y--GvDJcI8WKjOW7e1S-pd2eyJf4sE8--c7Ig6OivcaL77ebCtkRHqJLSvXgufZzU4qGMEtv_WhSw5lRqw0FBgWiL57GysupV2Qr_e3Tc7jqX4CCak1ryvn7w==&rwebid=23515973&rhost
8 Buchanan Street #600,Hayes Valley,2,1,4000,881,,TRUE,5/13/2014,Climb SF,http://www.climbsf.com/for-rent/8-buchanan-st-600/
2030 Third Street #6,Central Waterfront,1,2,3500,882,,TRUE,8/16/2013,Climb SF,http://www.climbsf.com/for-rent/2030-3rd-st-6/
"8 Locksley Ave San Francisco, CA 94122",Forest Knolls,2,1,3900,882,,FALSE,4/17/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=8~5050066053947851494~68y7l4RpAWFWeeznCaw7QR88sSPGgPDIzn5Skpl4vWeSfbc5NkR1El4jJvSSADC0876mcPRqw2wKP5jMRMGjyBGccRwtaud6qqxRkdIiBy-OvMvXB1QZrnNY63AGBTS8fiCsYcCVoNG_zbHbJ7_21YKqWsDKVGXPErLYAoXntQN7r9EvPr_V-OswLA_0Z0mPJ6Zk9zEZqZAnvY3zCOglq0z5DnRzIG3Xf8YZ0DK9nkL5SxqAWN8kplPp4xOEAL9AmeWZ9PaSjrazUQvIvOfh0FhX_-PyrEKWVAaPJy0PcPniTczq9TbOsnIJV8a9edQ7OM_coOgiCRa-2iL6e6WbYw==&rwebid=23016783&rhost
325 Berry Street #506,Mission Bay,1,1,3300,883,,TRUE,12/16/2013,Climb SF,http://www.climbsf.com/for-rent/325-berry-st-506/
1655 North California Boulevard #345,Walnut Creek,1,1.5,2500,886,,TRUE,4/29/2015,Climb SF,http://www.climbsf.com/for-rent/1655-n-california-blvd-345/
"88 Howard St San Francisco, CA 94105",South Beach,2,1,4485,886,,FALSE,4/4/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~1010299849557942673~HT5uk_ZNJBKTqHOH-HzC0Jufh3wPZIjqvVnMm82sskhFuKLIblJdOcF5IagKRbxM2DxD-hq894qOgahLeMXtBLfK-Vtr60Wv-KiiUi1IBkiqX6SuegrVGXJFkRfgWpQIdahfxpAdVNNC7C45MUCIrVfSnJg-L7dEHe4XkzLSqOkq3OV9Pwp6FRWXXlQ4q4l9rhkPkSmS6s43WS2Vbmse6hLOU8d8fM-ByXk2u0oC41YY21oy-rsf63E3zlo5659sClNVz0lXlKCpZNnXa_rusYtyJ8ykUix-3BiePM1Gqgm9X2Kq5U1e7IPH1yWybolIRCekl-w1GrdYLE6zJIxHSg==&rwebid=22987118&rhost
1047 Mississippi Street #7,Potrero Hill,1,1.5,3450,890,,TRUE,7/2/2014,Climb SF,http://www.climbsf.com/for-rent/1047-mississippi-st-7/
"1155 4th St San Francisco, CA 94158",Mission Bay,1,1,4028,891,,FALSE,4/17/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=5~7568477212926623323~7-EJcmHSqWzaPUTcTHEjpB95nRyI3jb9NmOyY058wlmT6WPk-fCOqX_u78-qWMBa7VjMieQrqQ1mb5Wx0EgWgh7avu5_VKyMpSlbIDDTbpSf2S2k-ZbybRPyAghfOY_jX6l7ERERyKr8MxOFV8U-sWPztvb3zb50Vw8kY_q2OX8CKS5RoEl9UwQaRUTvJut0xDEB8CvxLzVuEZ3k6fdtOMxsWVapNpVE7ItL9ZNZoCMRg_pqJAqMrm1GZkHQxAF3RCcs2miGfHC15fU0Dt0773N9Mh5dIo1ZUoiYzsMxCg6i6Wtw_xLJ1KBaPMPxWD2RCG_jieR5Ofc3jA3sMHpOAQ==&rwebid=23141472&rhost
301 Crescent Court #3107,Candlestick Point,2,2,2850,892,,TRUE,6/17/2014,Climb SF,http://www.climbsf.com/for-rent/301-crescent-ct-3107/
260 King Street #907,Mission Bay,1,1,3650,896,,TRUE,4/28/2014,Climb SF,http://www.climbsf.com/for-rent/260-king-st-907/
2101 Bryant Street #205,Potrero Hill,1,1,3900,900,,TRUE,6/24/2015,Climb SF,http://www.climbsf.com/for-rent/2101-bryant-st-205/
891 York Street,Potrero Hill,2,1,3400,900,,TRUE,6/16/2015,Climb SF,http://www.climbsf.com/for-rent/891-york-st/
271 Paris Street,Excelsior,1,1,2900,900,,TRUE,12/1/2014,Climb SF,http://www.climbsf.com/for-rent/271-paris-st/
435 China Basin Street #118,Mission Bay,1,1,3625,900,,TRUE,11/24/2014,Climb SF,http://www.climbsf.com/for-rent/435-china-basin-st-118/
403 Main Street #416,South Beach,1,1,3500,900,,TRUE,9/26/2013,Climb SF,http://www.climbsf.com/for-rent/403-main-st-416/
"255 King St San Francisco, CA 94107",South of Market,2,2,4710,900,,FALSE,5/31/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~5075147705155820547~KPBItjAoQLwH2MNe692zypRXoxLkuLQaSgzJBXgqjQrkKAJgq2Mzb44m5cNQq18cqgWxUDmL1YVdmN7J_jIf1sKoiz5v6z34gpwrps1hrtrVBu0vaeYhUsaoOzHqaBF7fuRbmH7iPFvx3mOd0HC7B3tibiO2FcP1gh53TPrbAk-rwnYhrIQeCzKwXEG65AGdxOBsTzta8e2cICjMaeUsbYdARGkKO80yg2m3MSQm1qqg9wAr5AHG68G1uvcK0zvOL7RTvkhM1ptXQCE_7o3Lr7wJhD7rMXTn0ZtZfLsGklzHIxS9FNszCffreQbZ4tJVMli_8KPdTeFBsIi5sncayg==&rwebid=23008402&rhost
"255 King St San Francisco, CA 94107",South of Market,2,2,4710,900,,FALSE,2/6/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~5075147705155820547~KPBItjAoQLwH2MNe692zypRXoxLkuLQaSgzJBXgqjQrkKAJgq2Mzb44m5cNQq18cqgWxUDmL1YVdmN7J_jIf1sKoiz5v6z34gpwrps1hrtrVBu0vaeYhUsaoOzHqaBF7fuRbmH7iPFvx3mOd0HC7B3tibiO2FcP1gh53TPrbAk-rwnYhrIQeCzKwXEG65AGdxOBsTzta8e2cICjMaeUsbYdARGkKO80yg2m3MSQm1qqg9wAr5AHG68G1uvcK0zvOL7RTvkhM1ptXQCE_7o3Lr7wJhD7rMXTn0ZtZfLsGklzHIxS9FNszCffreQbZ4tJVMli_8KPdTeFBsIi5sncayg==&rwebid=23008402&rhost
"8 10th St San Francisco, CA 94103",South of Market,1,1,4890,902,,FALSE,2/11/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~2861187007064492067~doY7nePcoZRDyJRma6Sme8wF85mw3jWClNEHZ9WniDigdig539HWGLsaxOEI8-OUUV_VczEiE1QiqmMVGUrSoPUSroP32I17LveFMOyUh-EheJeZ9fjguZFH1A2nHQYmjoPwc94Fn-c8_VArl_6rlIZIzyo_L-GLZmhxxMfzzhFwWZ5529DAXju-2s2ksGA24uJ4xdK1T-CMqPzmVhMAs96F1QUQc55t6GPTZnodlwf444H4MCoM6RHxNZSKVkbbQm23wUEfWlATSiQ1Qb92cFJqnB9q3Pv-LKLRNJjD2a7YjqP2QxSfvKDDFwdvry8oURuURLH0g7BNZoVxEj1Qxw==&rwebid=23188119&rhost
45 Bartlett Street #302,Inner Mission,1,1,4100,905,,TRUE,5/18/2015,Climb SF,http://www.climbsf.com/for-rent/45-bartlett-st-302/
45 Bartlett Street #705,Inner Mission,2,2,4500,905,,TRUE,5/7/2015,Climb SF,http://www.climbsf.com/for-rent/45-bartlett-st-705/
45 Bartlett Street #706,Inner Mission,2,2,4500,905,,TRUE,4/9/2015,Climb SF,http://www.climbsf.com/for-rent/45-bartlett-st-706/
"8 10th St San Francisco, CA 94103",South of Market,0,1,4060,906,,FALSE,7/2/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~1147214604544510345~pLo_81qZf_oYX8FHG-BCao07gykGDmZIbNlU650D-BV1kNYXa3y5TL_cCcAMgen6mCj-M7mmaTwlsse4tth_iYL_l3LmPQ4XfYZTBr64zhF53dB-gfJWovpBYfafDHmNOVc71Tkaq24MkG1mbxllwhRaq8KGWkFCclkbJvXMyZnZNn618QFt2iC6pqkhSC1N3nhcV93LNEbEyheWKr1FsW4d186agWTcwczBQNU9Ta7IS5gEJzU-77aHfZaaLhEsfijs-UDEWQb7-V8Nv313Jt_vCix1usmtsQSIMLQJz0j62CNNvaAR-32Qdno1ZKbOIc00euDKDYFNAeM-CamZXg==&rwebid=23189148&rhost
"8 10th St San Francisco, CA 94103",South of Market,0,1,4060,906,,FALSE,4/9/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~1147214604544510345~pLo_81qZf_oYX8FHG-BCao07gykGDmZIbNlU650D-BV1kNYXa3y5TL_cCcAMgen6mCj-M7mmaTwlsse4tth_iYL_l3LmPQ4XfYZTBr64zhF53dB-gfJWovpBYfafDHmNOVc71Tkaq24MkG1mbxllwhRaq8KGWkFCclkbJvXMyZnZNn618QFt2iC6pqkhSC1N3nhcV93LNEbEyheWKr1FsW4d186agWTcwczBQNU9Ta7IS5gEJzU-77aHfZaaLhEsfijs-UDEWQb7-V8Nv313Jt_vCix1usmtsQSIMLQJz0j62CNNvaAR-32Qdno1ZKbOIc00euDKDYFNAeM-CamZXg==&rwebid=23189148&rhost
"8 10th St San Francisco, CA 94103",South of Market,0,1,4060,906,,FALSE,12/31/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=4~1147214604544510345~pLo_81qZf_oYX8FHG-BCao07gykGDmZIbNlU650D-BV1kNYXa3y5TL_cCcAMgen6mCj-M7mmaTwlsse4tth_iYL_l3LmPQ4XfYZTBr64zhF53dB-gfJWovpBYfafDHmNOVc71Tkaq24MkG1mbxllwhRaq8KGWkFCclkbJvXMyZnZNn618QFt2iC6pqkhSC1N3nhcV93LNEbEyheWKr1FsW4d186agWTcwczBQNU9Ta7IS5gEJzU-77aHfZaaLhEsfijs-UDEWQb7-V8Nv313Jt_vCix1usmtsQSIMLQJz0j62CNNvaAR-32Qdno1ZKbOIc00euDKDYFNAeM-CamZXg==&rwebid=23189148&rhost
6501 San Pablo Avenue #205,Emeryville,1,1.5,2550,910,,TRUE,7/15/2014,Climb SF,http://www.climbsf.com/for-rent/6501-san-pablo-ave-205/
"701 China Basin St San Francisco, CA 94158",Mission Bay,0,1.5,4258,911,,FALSE,10/3/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=3~3755459003358573669~GFeBmWnCtL940vnnc2zHRqM0QNXi-iJHKSk5BkTs6f21A40lGTbfZr9zYbeflG3RMbxZEHuEG_GfwC5if0d4EsWwbMppRqW4fbEokiuSjd23bjOJBgr7-_jqxX8s0Qx3ro0WugQ54G-Fl5_lZPfl4tmBDYNomXFGCPZ0nSiOxz3itZk40Cz1W9dmiTOA9U_c52K6F9ilI07C9U1Vw85tgJXjuXlPODCi94w1x9zjS-VBIBoNecKh0VQgq6fh1QcE2sIVw7TcIrMJ-HvDut3TbMAUI9PnlJy6cIICTAh2gYBXQ0404oiQMqDZgqcwGM_RkOqA2K_86joB627VEGofUw==&rwebid=23178160&rhost
"1201 4th St San Francisco, CA 94158",Mission Bay,1,1,3431,912,,FALSE,4/16/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=7~7974534067670264939~sa3xXcSFCEBTiaWQAysZPwDUj7t3Y38Cg8c5gpM_2PDwiPP-VP49l29URSkJsetdE7AAGOfSzrrwnevD0THoLOvIXtzGahIOPuRvlLSL0qs-OLPEuHetE1Qkjqyzx0y_el9wxgMrPSQS2gf5bV1GIWezNphFCObw7xJe2yM_ecNRg5FzjfEOaCj9H4IMCpuIzGP8XtuQ10o0qvNCESZ6qmSAQ14TDmAOda1r0kGeT92ECMLncziO5r8sCk3QQ6_m83RmEprELNyJpwT-eQnn0JOAU8NnIrEFc62Ed3vufvVbcgJNvBAG5Ew23L7QQDnQQLYM4KbRW1zBM-qEe0gP4A==&rwebid=23198128&rhost
"1155 4th St San Francisco, CA 94158",Mission Bay,1,1,4303,913,,FALSE,4/17/2014,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=2~9033424319225249481~WzJCMDGbY4CkOaIxVDhJHeC-__46tHFdoF8-dibCrmnXteSihLojLKseLkmsTjP73-WSVlAO962eHKjnQEZzlxSWjAZimK8UGxQ1oPxOtsIx0OYAYTTknxnI1E_KuEpitIPlj2_HiQfy3rdaaq9IN3gkusqQAZeOw7mi_WqSiBR29ZF-s3VPRfVISZWbWk86rflT8Av9f2OvMSWtDewnbxwXtKPcyPsBLX0Pfe3evvuN_wy3IHQLpnQZ1M8ODZP4Z-FFP_AudGPeh67VktylhcTj6sA51BcK6RjJVJnsavex945crFNlITBvPsKVwdpaw0S-k3vrzrFMskA0A5I_xA==&rwebid=23140818&rhost
"55 9th St San Francisco, CA 94103",South of Market,2,2,4315,918,,FALSE,3/14/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~3104680935278045392~IubPYUFWTbB2BRvzwv3Qb3A2F5xVAuVc81hF1gIVWJB8jooCU3RutUC0aY2zuJd76kgys-kypMED56dQZBh-yMAWIFqX73-QPQetDTwpY-eaNqV3ArZP8MzC4wjKtlEpHcygEkB5r48165SHa3w4OpErTF1lGEgcw8YUkmPaCah-pvobCwsMJEzYIJKJnJn6xsibSBD0yl8YUZJnh8PbhhUfkfVskxejcZYYd-DEr3bok98WZx6Fjv-xzlmfyreJRbFqx2rUYVAOV3B6eMA090vkqx21nB8wr25vUq5vdK4f5EPHjxUHoOHZxWNSLMpyuRCAUS9IQoBuJ5zUOxjHUw==&rwebid=22991325&rhost
"900 Folsom St San Francisco, CA 94107",South of Market,2,2,4656,920,,FALSE,2/16/2015,Zillow,http://www.zillow.com/AjaxRender.htm?encparams=6~6427764985380046700~NPioTTir4RwHYKA1QOrlrtK-8JLURCCYPVXQOBZ26fRiSVn_8XVL95Kjz8ydQzy8CNtqg6uK9t8C2NnNf6iyNsArGXgagBrBBu7ezg0jUbR6InPu8C5EEyCluWrv5N5aOtnNvxPI03c4dh62Lx6AlbcF6XI4XV7K17mZELNe3uS_JJrwqRK-ZAmvLUnxickMvqRqz75fki3U3DbpwfeMmcY_0k8AIie4UJBXiDPsbRnGF2-h203_CT_6NLIbypVJaJCmCnTda6u_gQCTgbk7BoWw440Vg4ZEgXVkqN05P9AC7M7_NGSvJp94ZRW6T2vMGp97X9QtFUlqA4VrFSg39Q==&rwebid=23348470&rhost
